SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC10498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
SSC10499,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,10,3,3,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,4,3,4,0,3,0,39
SSC10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9
SSC10501,0,0,4,0,0,9,0,3,0,14,0,10,17,33,6,11,0,17,0,100,18,70,25,25,16,8,3,5,0,187,12,20,13,15,13,9,4,16,0,99,3,20,4,9,7,5,3,4,0,54,3,10,0,3,4,3,3,0,0,25,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,133,65,93,50,46,15,48,0,482
SSC10502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,23
SSC10503,0,0,9,4,0,10,0,11,0,34,6,3,13,6,3,5,4,12,0,54,14,14,18,15,5,6,0,17,0,92,29,15,24,20,9,0,7,11,3,113,32,23,26,11,24,10,17,13,0,162,47,26,17,10,25,9,11,20,0,168,28,5,6,5,0,3,0,6,0,50,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,164,74,112,70,72,51,49,93,10,699
SSC10504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,5,3,0,0,0,3,5,0,23,7,6,0,7,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,18,4,5,11,5,3,4,3,64
SSC10505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,9,3,3,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,3,4,3,0,0,0,35
SSC10507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,7,3,0,3,11,0,36
SSC10508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,16
SSC10509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,11,11,3,0,0,3,3,0,0,0,15,4,0,0,0,0,0,0,3,0,9,5,3,3,0,3,0,0,0,0,16,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,5,3,3,11,7,3,10,0,68
SSC10510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,3,0,6,0,0,0,0,5,0,0,0,0,7,5,0,0,0,4,0,3,0,0,13,4,5,3,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,5,3,5,0,3,11,0,55
SSC10512,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,10,3,0,3,4,0,3,0,0,25,10,0,0,0,3,0,0,0,0,21,10,0,0,0,5,3,6,4,0,19,5,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,3,8,3,10,4,0,86
SSC10513,0,0,8,3,0,0,0,4,0,13,5,3,5,3,0,0,0,0,0,13,8,3,3,3,3,0,0,0,0,24,12,12,4,3,7,0,0,3,0,43,20,16,3,3,8,3,0,6,0,60,9,8,3,4,4,4,0,4,0,43,12,9,0,3,3,3,3,0,0,35,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,62,54,22,23,32,11,12,21,4,240
SSC10514,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,3,0,0,0,0,11,3,0,0,0,0,3,0,0,0,7,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,6,8,3,0,3,0,38
SSC10515,7,6,39,35,20,115,7,41,15,273,26,125,106,87,116,102,36,73,28,710,118,305,187,113,208,116,113,76,40,1274,114,193,172,93,209,92,102,109,26,1102,133,172,178,95,207,87,128,125,22,1145,122,132,154,66,207,70,145,139,19,1050,26,18,34,22,29,11,27,27,6,204,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,551,950,876,507,998,591,558,588,152,5776
SSC10516,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,7,3,3,0,3,3,0,3,0,0,15,3,6,3,3,0,0,3,3,0,22,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,9,7,3,5,8,0,55
SSC10517,3,7,20,45,10,58,9,27,8,182,30,75,80,90,72,88,23,37,6,508,169,319,190,146,184,106,59,78,15,1267,299,421,153,127,273,104,64,71,30,1549,199,247,162,123,255,86,93,76,25,1270,92,107,88,70,133,39,66,77,7,682,12,21,18,13,35,14,14,17,0,153,0,0,4,0,4,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,818,1200,714,613,973,501,323,387,89,5633
SSC10518,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,0,0,0,11,3,0,4,0,3,0,0,3,0,18,3,3,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,10,3,5,0,4,8,0,52
SSC10519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,6
SSC10520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,7,0,19
SSC10522,0,3,3,3,0,6,0,4,3,17,3,13,12,13,8,9,3,11,0,65,20,53,20,51,20,6,5,12,3,197,15,29,16,30,11,12,11,17,3,140,25,28,9,36,17,9,14,20,8,168,25,12,10,13,9,7,6,26,3,116,3,4,4,6,3,5,5,5,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,92,141,82,142,69,49,55,90,24,744
SSC10523,0,0,20,17,0,56,4,16,0,120,9,16,32,31,22,17,3,13,0,140,33,107,50,64,41,24,12,19,4,354,57,101,56,53,53,27,10,19,9,376,68,61,27,29,70,22,17,13,11,321,36,56,25,27,28,20,10,18,0,217,12,5,8,3,3,5,4,0,0,39,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,212,351,219,217,219,170,55,107,25,1574
SSC10524,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,10,3,4,4,3,3,0,0,0,0,16,3,3,3,0,4,0,0,3,0,18,4,4,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,14,7,7,12,3,5,0,61
SSC10525,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,4,0,0,0,0,0,0,28
SSC10526,0,0,7,6,0,22,4,13,0,55,3,21,19,17,10,18,3,10,0,96,14,32,26,15,39,8,27,10,4,176,23,26,21,20,41,7,20,21,4,188,25,20,23,15,40,7,45,28,4,209,14,25,17,6,32,3,17,17,0,123,0,4,0,0,12,0,3,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,130,115,75,170,69,118,99,13,871
SSC10527,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,11,5,3,3,0,4,3,0,0,0,18,3,4,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,13,8,4,13,7,5,0,0,55
SSC10528,0,0,8,7,3,13,0,14,0,43,9,5,24,16,11,9,0,9,0,79,15,24,39,17,25,11,12,15,0,152,14,39,30,27,24,17,15,8,0,176,24,52,37,23,39,16,16,21,3,220,18,28,14,11,13,12,9,7,4,120,0,4,0,0,7,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,156,158,105,121,65,48,70,9,812
SSC10529,0,0,6,5,0,11,0,10,0,33,0,4,11,13,10,7,7,0,0,45,7,19,24,12,10,9,14,13,0,103,8,16,22,16,18,7,23,11,0,125,12,14,16,18,14,7,23,20,3,119,11,9,11,17,15,3,19,15,0,102,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,59,97,76,63,52,83,66,9,534
SSC10530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
SSC10531,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,11,6,3,0,3,0,0,0,0,0,11,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,9,11,0,0,0,6,0,47
SSC10532,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,0,0,0,3,0,23
SSC10533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
SSC10534,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,3,9,0,0,0,4,7,0,3,0,19,4,7,0,0,0,0,0,6,0,16,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,9,3,3,4,7,0,7,0,67
SSC10535,0,0,0,3,0,6,0,3,0,21,0,0,8,0,3,0,3,0,0,19,9,3,8,0,5,0,0,0,3,31,7,15,10,11,8,5,3,4,3,57,6,9,11,7,20,5,6,7,0,71,20,9,4,3,3,0,5,6,0,53,6,3,0,0,3,3,3,4,0,21,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,42,40,27,45,26,20,26,14,279
SSC10536,0,4,23,68,9,94,3,47,3,253,11,12,44,66,25,34,12,34,6,241,68,107,86,75,50,46,17,33,9,489,133,232,105,78,75,61,15,40,15,767,196,298,135,95,126,79,23,62,13,1034,165,280,96,59,95,66,23,53,8,846,65,110,24,19,62,46,14,23,7,367,12,19,6,3,6,4,0,5,0,58,0,0,0,0,0,3,0,0,0,3,659,1065,518,464,449,425,118,292,68,4062
SSC10537,0,0,6,4,0,13,0,7,0,29,0,0,6,7,0,6,0,5,0,26,3,3,12,12,7,3,0,10,0,48,9,7,10,15,5,9,3,10,0,53,6,14,10,18,16,9,14,9,0,91,6,7,13,9,9,3,7,13,0,66,3,3,3,0,0,3,6,0,0,20,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,45,59,74,33,35,20,50,4,342
SSC10538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10539,0,0,3,4,0,5,3,7,3,28,0,10,17,13,10,8,3,11,0,68,4,15,16,7,9,6,8,6,0,76,16,12,17,6,19,11,3,8,3,92,19,8,8,3,16,8,8,6,0,77,8,4,16,0,14,11,3,3,0,68,3,3,0,3,0,0,3,6,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,58,54,80,36,74,46,32,52,11,424
SSC10540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,4,0,0,3,3,22
SSC10541,0,0,3,0,0,0,0,0,0,9,0,0,3,0,3,3,3,0,0,8,3,0,6,4,0,3,0,0,0,13,3,0,0,4,3,0,3,0,0,25,0,0,8,6,3,0,3,4,0,23,3,4,3,3,0,0,8,0,0,17,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18,16,16,5,14,8,5,104
SSC10542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,4,4,0,20
SSC10543,3,0,37,26,17,58,5,38,3,190,21,43,92,60,57,52,34,52,3,409,63,169,141,112,154,77,91,77,26,908,88,138,143,113,131,68,123,65,14,888,62,89,81,76,95,42,92,77,11,632,46,83,60,58,94,47,84,50,11,533,10,22,16,12,25,4,24,21,4,142,0,3,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,288,545,585,455,561,351,458,392,82,3718
SSC10544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12,6,0,31
SSC10545,0,0,4,5,0,10,0,0,0,19,0,0,9,0,3,0,0,3,0,23,12,13,11,8,3,5,3,10,0,67,9,6,3,0,6,3,3,8,3,48,9,11,10,3,8,7,3,3,0,41,8,4,6,4,3,0,7,0,0,30,3,3,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,37,24,24,28,16,24,7,234
SSC10546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
SSC10547,3,0,5,3,0,6,0,8,0,27,0,3,11,6,3,0,7,8,3,40,12,23,15,11,17,8,6,13,4,113,18,30,25,16,12,9,6,8,3,126,27,31,14,15,23,11,11,10,6,152,35,29,17,11,13,11,8,7,8,146,21,13,4,0,10,5,3,6,0,55,6,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,126,134,90,64,76,54,45,65,29,685
SSC10548,0,0,5,4,0,11,0,3,0,26,0,4,9,9,4,4,3,3,0,31,3,9,10,3,3,0,5,4,0,46,3,12,9,3,0,3,3,0,0,31,19,24,17,7,24,6,16,4,3,113,13,16,17,3,23,6,13,5,4,100,3,0,0,0,3,3,6,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,70,63,31,53,36,38,28,6,370
SSC10549,0,0,17,14,3,24,0,22,0,84,3,6,23,20,3,7,8,8,0,78,13,31,36,13,15,10,25,13,0,155,26,30,40,25,29,13,34,21,6,217,28,39,40,21,37,20,47,17,4,244,18,23,23,12,16,9,20,13,4,141,8,3,3,0,6,4,4,3,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,91,131,178,104,110,80,148,89,14,950
SSC10550,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,13,0,5,0,3,0,3,0,0,0,15,3,0,3,8,4,0,7,3,0,20,5,5,0,0,7,3,8,3,0,32,8,6,0,7,3,0,4,6,0,37,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,15,10,15,13,17,15,0,129
SSC10551,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,15
SSC10552,0,0,0,5,0,3,0,9,0,11,0,6,5,4,0,9,0,3,0,24,0,6,13,4,5,0,4,10,0,39,0,9,11,12,3,7,3,8,0,50,6,8,12,11,10,4,4,13,0,69,0,5,6,4,11,4,8,4,0,49,3,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,49,38,28,23,22,41,3,249
SSC10553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,6,4,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,0,0,0,0,26
SSC10554,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,10,0,0,3,0,0,0,3,0,0,14,8,0,0,3,0,0,3,0,0,22,0,4,0,0,0,3,0,0,0,14,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,7,7,5,10,9,0,74
SSC10555,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,3,3,0,0,0,0,15,3,0,0,0,3,0,0,0,0,10,4,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,3,4,6,3,3,9,0,46
SSC10556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,12
SSC10557,0,0,4,16,6,12,0,7,0,49,9,32,14,18,14,24,0,3,0,112,120,222,49,29,84,58,8,9,14,586,159,196,26,24,64,37,8,8,7,526,119,121,16,25,52,43,3,13,10,393,93,133,33,21,80,35,8,11,7,414,25,50,6,3,29,6,5,0,3,141,3,8,0,0,6,3,0,3,0,24,0,3,0,0,0,0,0,0,0,3,525,766,151,129,334,217,31,51,51,2252
SSC10558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
