SSC_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SSC11617,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,3,6,3,3,3,38
SSC11618,0,0,3,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,26,43,13,27,13,5,16,3,159
SSC11619,5,0,11,9,8,3,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,7,0,6,5,0,5,6,6,4,45,91,143,122,126,63,42,35,49,6,678
SSC11620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,19
SSC11621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,9,10,3,3,0,0,3,0,28
SSC11623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,8
SSC11624,6,0,25,11,8,10,8,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,0,3,4,7,0,5,7,3,3,24,81,213,243,142,120,85,83,39,16,1021
SSC11625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6
SSC11626,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,17,12,3,4,3,10,4,0,61
SSC11627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,8,3,0,10,0,37
SSC11628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,0,18
SSC11629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,3,0,0,3,3,0,26
SSC11631,3,0,13,7,6,3,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,28,128,48,72,42,18,11,29,4,380
SSC11632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,22
SSC11633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,19
SSC11635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,13
SSC11636,0,0,19,9,3,3,10,5,0,51,0,0,0,0,0,0,0,0,0,3,3,3,4,7,4,3,6,0,0,25,0,6,3,4,9,3,0,9,3,42,199,622,215,146,314,82,89,79,44,1790
SSC11637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,5,0,4,5,8,0,41
SSC11638,27,6,63,27,23,10,7,5,0,175,0,0,0,0,0,0,0,0,0,0,14,22,0,5,12,4,3,3,3,64,11,15,5,3,7,6,0,5,21,80,955,1835,400,341,636,271,70,105,71,4687
SSC11639,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,19,19,20,11,6,3,3,0,80
SSC11640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,14,5,5,3,3,0,0,64
SSC11641,23,15,49,28,11,6,3,4,0,133,0,0,0,0,0,0,0,0,0,5,21,27,8,3,17,6,0,0,3,93,11,23,9,6,11,4,0,8,7,77,775,2267,322,317,507,236,44,118,65,4656
SSC11642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC11643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,11
SSC11644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,9
SSC11645,15,0,17,3,12,6,7,0,3,55,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,0,0,0,17,3,0,8,0,4,3,0,6,7,34,266,469,258,138,261,113,59,55,31,1642
SSC11646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,4,0,17
SSC11647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,3,0,0,0,0,10
SSC11648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11649,9,0,31,21,0,11,5,14,0,93,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,3,0,0,21,9,11,16,8,3,3,8,7,6,65,179,281,210,207,163,76,70,122,24,1333
SSC11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,9,3,6,3,5,0,0,51
SSC11651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11652,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,15,17,21,16,22,5,11,8,0,121
SSC11653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SSC11654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,9,4,9,0,0,0,0,47
SSC11655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,6,5,0,3,0,3,6,0,36
SSC11656,10,0,10,14,6,7,3,4,0,52,0,0,0,0,0,0,0,0,0,0,3,9,0,0,5,0,0,0,0,21,3,6,4,0,4,0,4,3,7,30,351,775,219,158,229,85,48,53,27,1940
SSC11657,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,3,7,6,0,0,5,0,43
SSC11658,3,0,25,9,0,3,9,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,3,17,83,186,178,108,129,41,47,47,12,830
SSC11659,0,3,20,14,8,5,13,9,0,83,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,9,6,0,28,3,3,5,3,3,0,14,3,6,41,122,353,231,205,273,75,194,107,28,1581
SSC11660,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,4,3,4,0,12,3,0,39
SSC11661,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,6,11,28,6,12,8,7,7,4,85
SSC11662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12
SSC11663,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,9,7,5,10,0,0,3,0,55
SSC11664,9,0,40,17,21,13,13,24,0,133,0,0,0,0,0,0,0,0,0,3,7,4,7,8,3,0,11,7,0,46,3,10,10,6,11,3,10,12,9,80,300,936,429,346,518,184,192,199,43,3141
SSC11665,10,0,34,10,5,17,5,15,0,102,0,0,0,3,0,0,0,0,0,6,3,3,3,4,4,0,3,3,0,21,4,4,4,4,8,3,3,10,5,51,151,379,315,238,198,101,79,97,20,1573
SSC11666,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,3,3,0,3,0,26
SSC11667,8,7,24,11,6,8,0,5,3,70,0,0,0,0,0,0,0,0,0,0,8,0,0,3,8,0,0,3,0,24,7,9,0,0,5,0,0,0,11,37,524,762,231,143,352,151,31,55,37,2285
SSC11668,3,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,25,42,14,8,13,8,8,7,0,130
SSC11669,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,12,7,3,7,3,8,6,3,51
SSC11670,47,28,116,52,80,43,28,24,9,429,0,0,0,0,0,0,0,0,0,7,16,20,9,20,9,3,15,11,6,111,18,14,19,20,26,5,9,9,29,150,1061,2021,1285,947,1286,427,409,304,107,7839
SSC11671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SSC11672,5,3,16,9,5,10,0,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,3,0,3,3,0,3,0,14,119,188,122,72,93,52,19,28,9,701
SSC11673,17,3,27,3,12,11,0,3,0,67,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,10,6,3,4,3,6,0,0,5,11,37,228,289,234,53,161,65,42,54,15,1140
SSC11674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,3,4,8,7,3,3,0,81
SSC11675,0,0,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,13,39,41,25,22,9,10,25,3,188
SSC11676,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,15,4,6,3,15,0,4,55
SSC11677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,11
SSC11678,9,0,16,9,3,8,3,3,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,8,3,3,4,0,0,3,0,0,0,15,125,299,174,141,143,62,43,43,7,1032
SSC11679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,4,5,0,23
SSC11680,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,15,8,5,5,0,3,0,56
SSC11681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,5,9,0,0,4,0,48
SSC11682,20,4,50,29,23,33,17,20,3,200,3,0,3,0,3,3,3,3,0,20,12,13,10,14,23,8,12,11,0,107,10,5,6,21,18,11,11,10,23,106,939,2033,636,538,937,344,275,227,89,6016
SSC11683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11684,3,0,20,10,7,3,6,5,0,63,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,5,4,4,3,8,0,3,3,11,44,101,142,274,127,131,48,70,71,23,986
SSC11685,4,0,13,3,0,9,3,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,3,7,4,0,16,80,118,117,80,49,46,56,54,3,587
SSC11686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11688,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,0,0,3,0,0,3,0,20
SSC11689,0,0,7,3,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,28,59,45,23,25,10,4,6,0,213
SSC11690,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,5,7,6,3,6,0,0,46
SSC11691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,0,17
SSC11692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,3,3,0,3,0,0,31
SSC11693,0,0,10,0,6,0,0,4,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,6,0,0,0,13,76,115,107,48,56,25,23,27,8,474
SSC11694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,0,3,4,0,0,0,0,40
SSC11695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,0,3,0,0,0,4,25
SSC11696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,10
SSC11697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,9
SSC11698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,16
SSC11699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,12
SSC11700,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,12,10,3,7,0,0,9,0,61
SSC11701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,0,0,0,3,5,0,22
SSC11702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,8,0,0,3,10,0,49
SSC11703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SSC11704,9,0,20,3,12,3,0,5,0,56,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,3,0,19,5,0,3,0,5,0,0,0,0,20,170,346,154,103,178,32,19,35,22,1059
SSC11705,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,29,11,11,5,11,3,10,21,0,107
SSC11706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,17,5,0,6,7,3,0,4,0,37
SSC11707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,0,0,3,6,0,0,3,0,21
SSC11708,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,8,10,0,3,8,3,0,62
SSC11709,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,6,31,13,9,7,6,6,11,14,0,98
SSC11710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,23
SSC11711,17,10,86,29,16,21,4,29,0,219,0,0,0,0,0,0,0,0,0,3,3,11,4,3,0,5,0,3,0,29,8,8,8,8,11,11,4,16,13,83,325,953,579,484,510,253,136,246,32,3522
SSC11712,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,29,22,11,6,3,0,7,4,104
SSC11713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SSC11714,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,3,0,0,0,0,18
SSC11715,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,4,0,0,0,0,0,0,37
SSC11716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,3,0,15
SSC11717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,12
SSC11718,10,3,17,12,7,9,0,3,0,60,0,0,0,0,0,0,0,0,0,0,7,20,0,3,3,5,0,0,0,38,9,7,3,3,3,3,0,3,12,48,645,1331,148,136,369,156,26,59,39,2922
SSC11719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11720,3,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,4,5,11,23,35,35,29,15,11,13,18,3,180
SSC11721,18,3,56,17,15,11,6,10,0,151,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,4,3,16,3,3,13,15,8,9,9,24,3,92,151,332,393,286,210,121,113,147,27,1780
SSC11722,7,3,29,14,9,4,0,6,0,73,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,17,0,0,4,4,3,3,0,4,5,27,123,453,145,137,152,97,32,74,11,1219
SSC11723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,3,0,0,27
SSC11724,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SSC11725,45,5,140,69,30,44,15,41,5,394,0,0,0,0,0,0,0,5,0,10,8,8,7,11,12,0,7,3,7,58,23,11,20,34,13,22,30,32,30,219,648,1253,980,1083,667,364,326,387,89,5793
SSC11726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC11727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,11
SSC11728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7
SSC11729,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,8,17,28,6,11,8,20,3,0,106
SSC11730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,3,3,9,4,3,3,0,38
SSC11731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,21,10,13,15,8,0,7,3,0,72
SSC11732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,4,0,0,0,0,0,0,18
SSC11733,11,3,60,28,8,14,10,13,0,139,0,0,0,0,0,0,0,0,0,0,0,3,7,5,7,0,3,0,0,33,6,3,8,9,15,10,4,12,3,78,225,595,381,435,317,160,99,151,24,2393
SSC11734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,3,3,0,3,0,0,14
SSC11736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,0,4,0,0,0,3,0,29
SSC11737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11738,14,10,75,36,23,18,14,20,3,216,3,0,3,0,3,3,0,7,0,20,10,14,6,5,3,14,9,14,0,81,6,10,14,8,10,17,9,26,19,118,318,1108,576,572,589,364,297,435,88,4352
SSC11739,3,3,8,6,4,3,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,15,101,131,90,41,62,31,30,16,3,504
