SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL12928,20,3,4,0,6,4,0,9,0,51
SAL12929,28,20,33,14,18,18,20,28,3,176
SAL12930,0,0,0,0,0,0,0,3,0,6
SAL12931,47,32,41,20,45,18,18,15,3,239
SAL12932,337,422,416,375,294,236,119,262,55,2517
SAL12933,25,23,27,10,23,9,19,16,0,148
SAL12934,7,0,4,0,4,0,0,5,0,18
SAL12935,51,52,53,31,46,40,35,37,7,355
SAL12936,37,15,18,16,11,7,19,19,3,139
SAL12937,0,0,0,0,0,0,0,0,0,3
SAL12938,5,6,4,4,9,0,0,9,0,42
SAL12939,14,0,9,5,4,0,5,3,0,36
SAL12940,0,3,3,4,0,0,0,0,0,14
SAL12941,10,21,31,19,19,19,8,17,4,159
SAL12942,18,12,0,12,12,5,3,7,0,72
SAL12943,1369,2585,340,381,701,397,69,124,84,6066
SAL12944,0,0,0,0,0,0,0,0,0,0
SAL12945,25,5,3,12,6,3,4,13,0,77
SAL12946,29,15,19,11,10,5,8,12,0,108
SAL12947,33,25,55,33,25,37,32,53,5,304
SAL12948,35,36,20,21,11,13,4,16,4,159
SAL12949,0,3,0,9,0,0,0,3,0,19
SAL12950,20,15,19,15,11,4,14,16,4,108
SAL12951,675,1721,587,643,685,488,207,389,76,5487
SAL12952,188,552,131,136,146,96,34,77,14,1367
SAL12953,8,3,4,3,0,6,0,0,0,31
SAL12954,7,8,5,4,8,4,5,4,0,47
SAL12955,7,3,0,0,0,0,0,0,0,13
SAL12956,4,0,0,0,0,0,0,0,0,4
SAL12957,19,16,13,8,8,10,8,18,3,99
SAL12958,402,866,202,260,280,168,70,85,22,2350
SAL12959,86,197,42,56,61,31,14,26,6,521
SAL12960,136,268,74,89,84,61,28,32,12,780
SAL12961,25,41,27,21,15,17,8,24,4,184
SAL12962,590,970,202,220,401,197,66,105,45,2813
SAL12963,0,0,0,0,0,0,0,0,0,0
SAL12964,0,0,0,0,0,0,0,0,0,0
SAL12965,1096,1480,662,432,616,432,122,251,78,5166
SAL12966,70,60,15,24,15,15,9,16,8,239
SAL12967,8,0,0,0,3,0,0,0,0,15
SAL12968,3,0,0,0,0,0,0,6,0,12
SAL12969,1656,4277,666,757,1027,528,181,280,138,9513
SAL12970,129,308,201,153,157,134,92,140,21,1331
SAL12971,42,14,0,4,7,5,0,15,0,81
SAL12972,16,0,0,0,5,0,4,12,0,33
SAL12973,0,0,0,0,0,0,0,0,0,0
SAL12974,58,109,56,90,48,43,19,65,5,493
SAL12975,23,15,25,13,17,12,9,23,0,138
SAL12976,9,0,3,0,3,0,0,3,0,17
SAL12977,99,301,60,93,124,34,66,50,16,833
SAL12978,19,18,29,19,12,13,4,20,3,133
SAL12979,16,0,0,4,0,0,0,6,0,34
SAL12980,6,0,0,0,0,0,0,5,0,20
SAL12981,7,0,0,0,0,0,0,3,0,14
SAL12982,4,0,5,0,0,0,3,0,0,18
SAL12983,67,107,77,68,74,43,20,49,10,505
SAL12984,122,231,237,207,169,130,77,119,16,1309
SAL12985,58,87,82,49,52,27,23,34,0,411
SAL12986,453,1008,200,214,318,172,54,97,29,2543
SAL12987,229,395,413,426,301,257,222,348,42,2628
SAL12988,3,14,9,5,9,0,4,7,0,48
SAL12989,35,30,33,22,35,18,7,19,0,194
SAL12990,211,417,131,115,123,93,26,61,14,1197
SAL12991,467,659,137,140,203,156,33,51,22,1867
SAL12992,57,43,61,36,42,36,23,37,4,340
SAL12993,98,183,114,116,100,107,52,96,7,879
SAL12994,1203,2117,299,344,455,365,83,112,96,5063
SAL12995,38,17,7,20,10,5,4,12,3,118
SAL12996,0,0,0,0,0,0,0,0,0,0
SAL12997,71,67,77,77,65,47,34,76,7,532
SAL12998,474,686,215,229,278,194,40,93,16,2218
SAL12999,19,9,8,6,6,9,11,7,4,77
SAL13000,434,987,155,144,281,164,46,74,31,2312
SAL13001,198,452,226,240,249,161,91,191,31,1847
SAL13002,48,59,91,85,43,44,29,81,9,489
SAL13003,1696,2896,870,660,1315,727,254,343,138,8898
SAL13004,165,474,235,264,179,148,103,152,22,1742
SAL13005,28,55,41,53,31,24,26,48,5,318
SAL13006,32,24,36,29,27,20,12,32,9,220
SAL13007,351,550,161,146,230,159,52,81,16,1747
SAL13008,34,52,39,29,31,15,12,24,0,245
SAL13009,594,806,468,336,379,261,114,168,44,3172
SAL13010,268,496,420,416,269,232,146,295,40,2586
SAL13011,703,1863,490,490,892,376,316,318,92,5543
SAL13012,339,533,503,357,415,259,214,246,61,2929
SAL13013,724,1442,452,349,641,330,132,207,74,4349
SAL13014,128,206,213,150,137,108,202,122,30,1297
SAL13015,1158,2824,616,462,1007,518,164,282,121,7152
SAL13016,15,33,28,31,25,9,8,13,0,173
SAL13017,102,146,154,155,178,105,248,189,36,1316
SAL13018,38,6,0,7,8,0,7,25,6,94
SAL13019,318,819,284,255,403,146,84,151,36,2491
SAL13020,1089,2530,276,311,669,292,56,115,95,5439
SAL13021,266,727,359,383,298,249,161,318,30,2792
SAL13022,14,23,19,7,18,7,5,11,0,110
SAL13023,372,558,82,113,196,110,17,47,23,1527
SAL13024,42,45,69,39,37,28,34,46,4,339
SAL13025,230,387,41,60,127,57,12,26,12,951
SAL13026,411,766,126,117,268,164,41,69,29,1987
SAL13027,115,369,121,217,127,130,57,108,19,1262
SAL13028,13,10,8,19,5,0,7,3,6,65
SAL13029,22,5,4,0,3,0,4,0,0,42
SAL13030,10,6,6,0,3,4,0,10,3,46
SAL13031,12,6,0,0,3,0,0,0,0,22
SAL13032,737,1251,123,178,333,183,31,57,73,2954
SAL13033,779,1713,482,444,844,376,257,286,98,5295
SAL13034,103,204,24,29,44,25,0,11,7,432
SAL13035,17,4,4,3,0,0,3,0,0,27
SAL13036,428,842,157,177,330,203,65,86,35,2327
SAL13037,38,4,3,4,7,0,0,3,0,62
SAL13038,10,4,0,0,3,0,3,4,0,24
SAL13039,273,447,487,605,297,359,209,472,58,3208
SAL13040,124,101,173,91,68,63,42,72,8,744
SAL13041,15,6,3,0,7,7,4,4,0,45
SAL13042,71,60,62,29,46,38,30,30,3,375
SAL13043,24,8,15,10,5,12,0,9,0,85
SAL13044,0,0,0,0,0,0,0,0,0,8
SAL13045,5,6,0,0,0,0,0,4,0,14
SAL13046,29,3,5,4,4,0,4,3,0,51
SAL13047,0,0,0,0,0,0,0,0,0,4
SAL13048,10,3,6,3,3,0,0,3,0,31
SAL13049,17,11,9,0,7,3,7,12,0,63
SAL13050,18,21,17,14,17,14,10,19,8,124
SAL13051,0,6,11,3,0,7,0,5,0,37
SAL13052,31,25,10,8,13,12,7,11,5,111
SAL13053,29,75,53,54,34,33,26,34,5,332
SAL13054,47,15,10,27,15,8,8,34,7,158
SAL13055,0,0,0,0,0,0,0,0,0,0
SAL13056,0,0,0,0,0,0,0,0,0,0
SAL13057,0,0,0,0,0,0,0,0,0,8
SAL13058,23,5,3,0,0,0,0,3,0,39
SAL13059,9,14,7,10,6,3,5,15,0,82
SAL13060,127,140,135,120,81,43,139,136,24,956
SAL13061,4,4,0,0,0,0,0,0,0,7
SAL13062,3,4,0,0,0,0,0,0,0,12
SAL13063,60,76,53,37,45,22,19,28,8,340
SAL13064,275,441,560,448,402,289,257,322,55,3037
SAL13065,122,111,201,102,126,89,104,85,14,955
SAL13066,15,16,25,11,29,5,14,17,6,132
SAL13067,8,13,4,4,3,4,9,0,0,44
SAL13068,18,17,10,3,8,9,0,4,0,67
SAL13069,233,526,413,346,501,261,487,386,73,3219
SAL13070,52,3,8,7,22,3,23,24,4,158
SAL13071,171,134,200,73,175,80,90,77,16,1015
SAL13072,29,14,7,7,7,8,0,7,0,89
SAL13073,16,5,13,3,7,5,10,4,0,57
SAL13074,513,794,230,189,445,194,81,97,66,2597
SAL13075,943,1809,454,359,775,380,135,172,86,5109
SAL13076,0,0,0,0,0,0,0,0,0,0
SAL13077,0,0,5,0,0,4,0,0,0,12
SAL13078,18,0,6,0,0,0,0,0,0,33
SAL13079,162,161,226,144,134,98,246,195,43,1415
SAL13080,18,8,4,4,3,0,3,7,6,42
SAL13081,311,672,400,356,254,237,82,227,64,2607
SAL13082,20,22,12,8,5,8,8,6,3,85
SAL13083,9,0,3,0,3,0,0,3,0,24
SAL13084,176,445,274,316,194,184,94,175,39,1888
SAL13085,9,0,0,5,0,0,0,7,0,21
SAL13086,22,67,88,73,46,33,25,62,6,423
SAL13087,0,4,6,5,0,0,0,0,0,14
SAL13088,53,114,102,61,125,47,69,70,24,660
SAL13089,43,7,17,20,14,0,6,12,0,121
SAL13090,0,0,0,0,0,0,0,0,0,3
SAL13091,3,0,0,3,0,0,0,5,0,18
SAL13092,221,406,185,152,249,116,106,106,25,1569
SAL13093,4,0,3,0,0,0,0,3,0,17
SAL13094,0,0,0,0,0,0,0,0,0,0
SAL13095,0,0,0,0,0,0,0,0,0,0
SAL13096,36,41,33,33,26,23,4,21,0,218
SAL13097,11,0,0,0,0,0,0,4,0,15
SAL13098,13,4,5,0,6,0,4,0,0,28
SAL13099,14,4,0,0,0,0,0,0,0,23
SAL13100,6,3,0,0,0,0,0,3,0,21
SAL13101,7,12,9,6,11,0,7,5,0,67
SAL13102,1028,1788,1046,905,1205,702,774,633,157,8237
SAL13103,2087,4362,2807,2542,2392,1586,1325,1908,297,19299
SAL13104,13,6,0,0,4,0,3,0,6,33
SAL13105,115,119,136,55,138,35,57,55,19,726
SAL13106,150,148,126,67,159,66,77,79,13,887
SAL13107,24,37,36,41,22,14,13,21,5,206
SAL13108,0,4,3,0,0,0,4,3,0,19
SAL13109,15,3,0,0,0,0,0,0,0,22
SAL13110,9,9,9,10,15,12,6,8,0,71
SAL13111,14,6,10,6,0,3,0,4,3,48
SAL13112,36,71,25,13,23,4,8,3,6,209
SAL13113,12,16,29,13,21,11,3,16,4,122
SAL13114,297,451,277,280,300,183,123,166,36,2111
SAL13115,12,0,0,0,3,0,0,7,0,20
SAL13116,11,9,13,4,5,3,5,6,0,52
SAL13117,11,19,12,6,6,8,0,7,0,77
SAL13118,16,0,0,0,0,0,0,9,0,28
SAL13119,0,0,0,0,0,0,0,0,0,3
SAL13120,26,28,21,10,10,10,6,22,0,137
SAL13121,142,248,156,204,261,130,280,175,32,1641
SAL13122,126,253,213,262,180,151,117,301,24,1635
SAL13123,602,873,300,231,407,231,70,113,38,2870
SAL13124,9,5,3,5,9,6,4,0,0,36
SAL13125,27,0,0,0,0,4,0,3,0,36
SAL13126,1798,3731,306,348,721,484,60,107,120,7675
SAL13127,0,0,0,0,0,0,0,0,0,3
SAL13128,3,0,3,3,0,0,0,0,0,15
SAL13129,0,0,0,0,0,0,3,6,0,10
SAL13130,13,8,4,0,7,0,7,0,3,39
SAL13131,751,1530,693,597,1058,484,437,461,112,6121
SAL13132,230,397,200,129,279,120,85,98,33,1565
SAL13133,0,0,0,0,0,0,0,0,0,3
SAL13134,6,0,0,0,0,0,0,5,0,10
SAL13135,0,0,0,0,0,0,0,0,0,9
SAL13136,285,556,194,178,234,173,57,92,32,1787
SAL13137,8,3,0,0,0,0,0,4,0,13
SAL13138,0,0,0,0,0,0,0,0,0,0
SAL13139,3,0,3,0,6,0,0,0,0,7
SAL13140,3,0,0,0,0,0,0,0,0,5
SAL13141,20,10,5,0,4,0,0,0,0,36
SAL13142,50,15,23,19,19,6,19,34,6,187
SAL13143,193,249,67,46,80,70,9,21,23,753
SAL13144,3,6,8,4,7,0,0,0,0,29
SAL13145,4,14,4,0,7,3,0,5,0,37
SAL13146,20,3,4,5,6,5,8,9,0,60
SAL13147,48,28,33,26,27,21,8,28,4,221
SAL13148,9,0,3,0,4,0,0,0,0,19
SAL13149,15,5,3,5,3,0,0,6,3,43
SAL13150,8,5,5,3,0,0,0,0,0,29
SAL13151,49,51,69,53,35,35,24,70,4,394
SAL13152,55,61,50,40,21,22,16,30,4,303
SAL13153,30,17,19,17,22,19,9,21,0,158
SAL13154,12,0,0,0,0,0,0,4,0,15
SAL13155,782,1456,660,542,1110,524,356,420,113,5953
SAL13156,8,0,0,0,0,0,4,0,0,9
SAL13157,16,10,8,0,4,6,3,13,0,51
SAL13158,5,8,3,3,12,4,0,0,0,38
SAL13159,8,0,0,0,0,0,0,0,0,4
SAL13160,0,0,0,0,0,0,0,0,0,4
SAL13161,4,0,0,0,0,0,0,8,0,15
SAL13162,616,785,729,593,592,460,606,537,81,4998
SAL13163,14,10,10,6,7,7,7,14,0,83
SAL13164,160,386,110,107,205,89,70,77,20,1235
SAL13165,21,18,37,5,20,20,24,18,0,161
SAL13166,16,16,14,6,12,10,7,7,0,83
SAL13167,1700,6760,1106,1318,1942,969,816,1081,319,16021
SAL13168,16,4,0,0,0,0,0,8,0,38
SAL13169,4,0,6,0,10,0,0,0,0,21
SAL13170,84,75,93,53,70,36,41,35,8,493
SAL13171,16,26,10,11,5,0,4,10,0,76
SAL13172,5,0,0,0,0,0,0,0,0,4
SAL13173,42,53,112,65,57,33,70,74,7,512
SAL13174,8,0,0,5,0,5,0,3,0,21
SAL13175,36,8,8,0,4,0,6,6,0,61
SAL13176,0,0,0,0,3,0,3,0,0,9
SAL13177,116,51,36,59,30,15,37,35,10,385
SAL13178,13,0,3,0,0,3,0,0,0,35
SAL13179,737,1341,611,493,899,397,260,294,100,5130
SAL13180,187,314,121,100,197,88,51,52,21,1131
SAL13181,21,30,14,19,10,13,9,11,0,122
SAL13182,29,72,10,18,26,8,3,11,0,181
SAL13183,57,14,12,16,13,8,7,24,5,156
SAL13184,0,0,0,0,0,0,0,0,0,0
SAL13185,24,33,27,18,14,10,11,14,0,146
SAL13186,9,0,0,3,0,0,4,3,0,29
SAL13187,12,4,9,0,3,0,0,0,0,36
SAL13188,20,34,86,76,45,36,55,72,4,435
SAL13189,32,63,75,45,46,41,28,42,5,372
SAL13190,3,6,3,3,4,0,9,7,0,34
SAL13191,11,10,5,9,7,3,3,7,0,54
SAL13192,503,784,217,207,468,182,133,115,57,2662
SAL13193,282,931,307,279,488,222,345,337,90,3267
SAL13194,635,1431,277,308,536,251,65,160,56,3716
SAL13195,868,1726,990,954,1247,707,775,765,173,8209
SAL13196,14,25,21,18,8,5,8,12,4,111
SAL13197,648,1683,646,655,899,528,300,568,96,6024
SAL13198,0,0,0,0,0,0,0,0,0,0
SAL13199,30,4,3,7,4,0,5,22,0,74
SAL13200,0,0,0,0,0,0,0,0,0,6
SAL13201,53,51,48,40,32,28,30,28,0,302
SAL13202,801,2047,358,372,565,267,102,192,50,4755
SAL13203,62,48,78,33,50,32,32,33,12,376
SAL13204,48,72,29,16,24,13,6,15,0,224
SAL13205,54,83,55,39,45,25,12,14,7,334
SAL13206,13,8,5,0,7,0,3,4,0,42
SAL13207,29,27,21,12,16,13,8,14,4,143
SAL13208,35,6,7,7,13,0,3,5,0,74
SAL13209,24,16,9,7,8,8,4,12,3,91
SAL13210,22,18,10,11,20,4,0,10,0,93
SAL13211,553,805,346,277,571,230,120,133,55,3093
SAL13212,411,498,475,273,394,204,194,230,54,2740
SAL13213,9,0,0,0,0,0,0,0,0,10
SAL13214,21,25,36,19,17,12,11,12,0,162
SAL13215,0,0,0,0,0,0,0,0,0,3
SAL13216,20,31,24,24,16,14,5,19,7,161
SAL13217,34,3,4,3,5,0,3,15,0,69
SAL13218,0,0,0,0,0,0,0,0,0,0
SAL13219,23,17,21,18,18,18,20,24,4,164
SAL13220,0,0,0,0,0,0,0,0,0,0
SAL13221,0,0,0,0,0,0,0,0,0,0
SAL13222,8,3,3,0,0,0,0,9,0,30
SAL13223,22,18,22,15,19,12,5,20,0,141
SAL13224,0,0,0,0,0,0,0,4,0,6
SAL13225,0,0,0,0,0,0,0,0,0,7
SAL13226,3,0,0,0,0,0,0,0,0,0
SAL13227,11,4,0,0,0,0,0,0,0,22
SAL13228,13,6,0,0,8,6,3,6,0,40
SAL13229,0,0,3,3,5,0,0,0,0,12
SAL13230,23,9,0,4,0,0,3,3,0,48
SAL13231,13,3,4,0,3,0,0,12,4,41
SAL13232,11,0,0,0,0,0,0,4,0,18
SAL13233,6,4,5,0,0,0,0,4,0,25
SAL13234,0,0,0,0,0,0,0,0,0,0
SAL13235,7,6,0,5,5,3,3,3,0,42
SAL13236,8,6,13,3,6,0,5,3,0,43
SAL13237,9,3,8,5,4,4,0,4,0,38
SAL13238,364,320,383,158,366,150,116,137,34,2026
SAL13239,8,0,17,0,8,0,6,4,3,44
SAL13240,23,5,5,7,5,4,0,12,0,56
SAL13241,69,81,35,30,62,21,5,11,4,320
SAL13242,346,822,486,491,719,354,667,533,83,4501
SAL13243,231,476,217,195,238,151,81,129,22,1742
SAL13244,150,290,79,107,154,87,36,58,14,970
SAL13245,211,260,9,25,59,46,8,7,31,664
SAL13246,0,0,0,0,0,0,0,0,0,0
SAL13247,0,0,0,0,4,0,0,0,0,8
SAL13248,187,122,49,32,66,38,18,27,5,546
SAL13249,9,6,4,0,7,3,4,3,0,41
SAL13250,0,0,0,5,0,0,0,0,0,8
SAL13251,14,3,3,9,3,3,0,5,3,50
SAL13252,13,7,14,3,4,8,4,17,0,71
SAL13253,15,6,5,0,0,0,0,3,0,30
SAL13254,48,5,16,0,3,0,19,8,0,100
SAL13255,0,0,0,0,0,0,0,0,0,0
SAL13256,119,197,74,41,84,46,15,16,5,591
SAL13257,184,407,297,253,251,156,164,290,30,2032
SAL13258,2233,4715,2587,3132,2480,1991,782,1800,335,20063
SAL13259,0,0,0,0,0,0,0,0,0,0
SAL13260,0,0,0,0,0,0,0,0,0,0
SAL13261,9,6,3,0,0,0,0,7,3,28
SAL13262,63,93,174,140,109,68,123,130,20,916
SAL13263,9,11,8,8,12,0,0,9,0,52
SAL13264,30,29,10,10,6,10,5,9,0,120
SAL13265,9,15,9,6,6,3,0,6,0,53
SAL13266,0,8,7,5,3,4,5,3,4,36
SAL13267,86,209,50,59,85,46,32,36,17,624
SAL13268,1005,1904,286,355,483,282,58,139,87,4603
SAL13269,369,706,485,439,366,236,97,267,55,3020
SAL13270,125,230,127,109,186,92,83,126,33,1101
SAL13271,14,0,5,0,3,4,0,4,0,29
SAL13272,671,1457,776,627,1132,587,766,563,139,6719
SAL13273,21,43,11,17,12,10,0,9,0,125
SAL13274,0,0,0,0,0,0,0,0,0,0
SAL13275,22,3,3,0,0,0,0,4,0,37
SAL13276,61,120,113,79,101,57,72,70,7,671
SAL13277,12,16,6,11,9,4,0,11,5,81
SAL13278,294,507,317,241,424,191,253,186,66,2471
SAL13279,0,0,0,0,0,0,0,4,0,8
SAL13280,7,5,0,0,4,0,0,0,0,16
SAL13281,0,8,0,0,6,3,3,0,0,23
SAL13282,0,0,0,0,0,0,0,0,0,0
SAL13283,18,7,0,4,3,0,3,5,0,32
SAL13284,27,0,0,0,4,0,0,3,0,38
SAL13285,25,9,13,14,8,4,8,12,0,97
SAL13286,564,1165,752,758,937,659,693,682,208,6415
SAL13287,3,3,0,0,0,0,0,3,0,3
SAL13288,0,0,0,0,0,0,0,0,0,8
SAL13289,25,7,0,0,0,0,0,4,0,46
SAL13290,467,729,164,135,322,178,42,67,17,2121
SAL13291,16,15,16,5,9,0,12,8,6,92
SAL13292,3,3,9,0,8,0,9,3,0,44
SAL13293,3,0,4,3,0,0,0,6,0,23
SAL13294,1361,2529,254,292,688,378,52,133,114,5800
SAL13295,11,0,3,0,0,0,0,4,0,26
SAL13296,15,10,8,8,8,3,3,7,0,69
SAL13297,1572,2679,481,617,802,446,145,319,143,7204
SAL13298,20,20,12,4,17,0,15,21,0,110
SAL13299,1601,3470,1474,1355,2119,1174,1143,943,290,13568
SAL13300,18,0,0,0,6,0,3,14,0,44
SAL13301,3,0,0,0,4,0,0,0,0,9
SAL13302,16,3,0,3,0,0,0,4,0,33
SAL13303,23,8,3,5,3,0,6,5,0,53
SAL13304,451,712,456,411,594,282,204,304,85,3483
SAL13305,305,500,335,335,392,182,147,216,56,2473
SAL13306,231,320,251,174,318,117,101,138,40,1691
SAL13307,373,715,70,86,153,110,15,29,31,1580
SAL13308,3,0,5,0,3,0,4,3,0,20
SAL13309,505,828,202,173,206,141,44,45,40,2181
SAL13310,17,14,22,17,16,7,9,16,0,119
SAL13311,0,0,0,0,0,0,0,0,0,9
SAL13312,3,0,0,0,0,0,0,0,0,6
SAL13313,20,14,7,12,13,7,15,14,7,101
SAL13314,180,195,153,176,135,97,190,177,22,1327
SAL13315,49,58,54,27,36,18,22,26,9,299
SAL13316,298,385,376,313,469,275,308,248,56,2741
SAL13317,51,60,101,106,70,65,66,78,9,609
SAL13318,35,48,63,37,35,32,20,27,6,301
SAL13319,17,7,4,6,3,0,0,7,0,41
SAL13320,39,49,64,45,37,19,18,28,3,296
SAL13321,9,15,15,14,11,0,5,9,0,70
SAL13322,72,142,63,43,79,44,38,30,5,516
SAL13323,120,186,89,59,144,72,56,47,15,785
SAL13324,37,4,4,6,11,0,6,6,0,81
SAL13325,2944,6911,1309,1249,1820,1014,323,580,250,16399
SAL13326,15,0,0,0,0,0,0,5,0,26
SAL13327,12,4,0,0,0,0,0,3,0,21
SAL13328,150,432,140,133,181,99,63,71,16,1289
SAL13329,46,5,3,9,7,3,8,16,0,100
SAL13330,17,3,3,0,0,4,0,4,0,33
SAL13331,6,0,4,7,4,3,0,12,0,39
SAL13332,78,170,171,134,105,77,78,64,18,890
SAL13333,7,7,3,0,0,10,0,0,0,33
SAL13334,15,12,13,8,13,12,15,18,5,113
SAL13335,0,0,0,0,0,0,0,0,0,0
SAL13336,11,16,6,9,6,5,3,5,0,60
SAL13337,5,0,0,0,0,0,0,0,0,9
SAL13338,107,190,169,136,157,107,87,99,17,1077
SAL13339,16,12,3,6,5,0,0,0,0,39
SAL13340,451,590,897,818,699,560,619,772,117,5517
SAL13341,120,90,82,48,99,47,38,54,16,591
SAL13342,44,89,38,39,24,33,4,25,7,301
SAL13343,0,0,0,0,0,0,0,0,0,0
SAL13344,7,4,0,0,4,0,0,0,0,12
SAL13345,0,0,0,0,0,0,0,0,0,0
SAL13346,32,14,15,4,7,4,0,10,6,89
SAL13347,17,31,25,17,20,5,8,22,3,157
SAL13348,0,0,0,0,0,0,0,0,0,4
SAL13349,34,31,31,22,31,17,17,18,0,203
SAL13350,20,14,23,8,18,18,10,9,3,131
SAL13351,7,3,3,5,4,0,0,0,0,24
SAL13352,1283,3301,493,525,785,425,146,330,142,7428
SAL13353,219,480,231,213,199,113,60,104,21,1637
SAL13354,6,3,0,0,0,0,0,3,0,15
SAL13355,12,14,17,7,10,7,12,7,0,88
SAL13356,3,14,4,10,4,3,0,4,0,46
SAL13357,5,3,0,5,0,0,0,3,0,12
SAL13358,165,348,210,212,251,114,171,200,70,1742
SAL13359,71,60,61,53,82,33,38,38,5,437
SAL13360,15,0,0,5,0,0,0,9,0,32
SAL13361,27,14,8,4,0,3,5,7,4,63
SAL13362,3,0,0,0,0,0,5,0,0,7
SAL13363,12,0,6,0,11,6,8,13,0,54
SAL13364,95,194,107,84,78,57,34,68,15,731
SAL13365,10,10,6,4,3,4,0,7,0,44
SAL13366,24,89,44,38,29,20,15,35,0,304
SAL13367,21,13,12,10,13,3,7,7,0,95
SAL13368,4,3,4,0,0,4,0,4,0,24
SAL13369,798,1514,693,559,1043,515,482,446,133,6185
SAL13370,145,254,116,115,169,87,44,61,13,999
SAL13371,6,8,5,0,6,4,5,0,0,29
SAL13372,1011,2890,462,408,863,442,159,226,132,6593
SAL13373,0,0,0,0,3,0,0,0,0,16
SAL13374,16,3,0,0,4,0,0,0,0,25
SAL13375,265,408,318,317,282,190,225,221,59,2290
SAL13376,66,116,61,42,76,39,14,37,0,450
SAL13377,14,4,4,3,6,0,0,0,0,28
SAL13378,7,16,16,0,5,0,3,3,0,60
SAL13379,13,21,17,11,6,4,9,12,0,87
SAL13380,11,0,0,0,0,0,0,3,0,27
SAL13381,8,5,0,0,0,5,0,0,0,17
SAL13382,17,14,13,11,27,13,7,10,8,114
SAL13383,447,895,588,411,598,320,354,333,60,4002
SAL13384,5,0,0,0,0,0,0,0,0,4
SAL13385,391,647,52,97,183,124,15,22,31,1553
SAL13386,407,1069,542,495,684,449,408,458,131,4635
SAL13387,0,0,6,0,0,3,4,0,0,12
SAL13388,14,3,0,8,5,5,8,4,0,38
SAL13389,162,220,159,107,98,67,48,90,16,955
SAL13390,84,121,70,46,72,31,22,29,3,485
SAL13391,21,3,0,0,12,5,4,4,0,50
SAL13392,22,18,6,9,7,5,3,11,8,84
SAL13393,21,15,16,23,15,13,8,18,0,129
SAL13394,746,1749,882,1007,928,794,441,1062,169,7776
SAL13395,10,9,19,10,10,0,4,14,0,84
SAL13396,7,12,4,7,11,5,0,3,0,46
SAL13397,0,0,0,0,0,0,3,0,0,9
SAL13398,12,0,0,0,0,6,0,0,0,14
SAL13399,8,0,0,0,0,0,0,4,0,11
SAL13400,17,0,0,0,0,0,3,0,0,27
SAL13401,8,0,0,5,0,0,0,3,0,23
SAL13402,14,8,4,5,4,0,0,0,0,37
SAL13403,16,13,22,15,17,14,7,15,0,120
SAL13404,3,0,0,0,0,0,0,0,0,8
SAL13405,18,20,24,25,7,16,3,17,0,131
SAL13406,164,237,57,37,116,62,7,23,5,706
SAL13407,18,9,8,6,11,0,8,11,0,66
SAL13408,0,7,0,0,0,0,4,0,3,19
SAL13409,0,0,0,0,0,0,0,0,0,4
SAL13410,516,1300,708,748,1040,471,999,713,151,6645
SAL13411,333,690,311,347,576,263,397,293,75,3274
SAL13412,1225,1930,307,362,578,384,67,117,128,5093
SAL13413,17,4,10,8,8,0,0,0,0,50
SAL13414,4,0,0,0,0,3,0,0,0,13
SAL13415,53,53,22,17,19,9,0,18,3,195
SAL13416,3,0,0,0,3,0,0,0,0,15
SAL13417,6,0,0,0,0,0,0,0,0,15
SAL13418,5,0,0,0,0,0,0,3,0,20
SAL13419,1374,2705,750,596,1063,529,280,365,135,7800
SAL13420,5,12,3,5,5,0,4,3,4,40
SAL13421,10,26,14,14,10,8,5,0,0,88
SAL13422,201,534,212,197,248,145,218,181,52,1984
SAL13423,604,1059,562,463,803,470,364,344,103,4769
SAL13424,302,446,442,386,487,297,423,411,74,3271
SAL13425,4,0,0,5,4,0,6,0,0,20
SAL13426,1047,2258,234,319,574,350,67,153,92,5090
SAL13427,234,301,41,44,74,52,11,18,20,787
SAL13428,18,13,19,17,13,10,9,16,0,113
SAL13429,24,3,7,10,5,5,17,18,0,86
SAL13430,13,0,7,3,9,3,3,3,0,50
SAL13431,0,0,6,0,4,0,0,0,0,15
SAL13432,0,0,0,0,0,0,0,0,0,5
SAL13433,10,8,14,6,10,0,3,3,3,61
SAL13434,165,110,136,54,119,80,82,81,21,844
SAL13435,13,6,0,0,5,3,4,8,0,31
SAL13436,12,0,0,0,0,0,0,0,0,14
SAL13437,19,13,14,3,4,3,6,18,0,80
SAL13438,5,0,3,0,0,0,0,0,0,13
SAL13439,12,5,18,4,6,3,5,3,4,58
SAL13440,13,12,11,9,5,3,7,11,3,72
SAL13441,0,6,0,0,0,0,0,0,0,3
SAL13442,45,19,12,11,9,10,10,18,3,139
SAL13443,23,23,6,9,7,11,10,15,0,100
SAL13444,1087,1772,672,610,908,531,266,340,78,6275
SAL13445,14,8,16,9,14,0,0,6,0,58
SAL13446,34,4,5,4,12,0,18,19,0,89
SAL13447,6,6,0,0,0,0,0,6,0,22
SAL13448,8,0,0,10,6,0,0,3,0,17
SAL13449,131,117,84,37,82,34,24,36,7,555
SAL13450,1313,2050,286,232,527,307,66,122,59,4964
SAL13451,4,0,3,3,5,0,4,6,0,27
SAL13452,6,0,0,0,0,0,0,9,5,20
